altitude,watershed,watercourse,station,decimal_latitude,decimal_longitude,total_alkalinity,weather_condition,in-situ_electrical_conductivity,true_color,nitrate,nitrite,total_dissolved_solids,total_suspended_solids,sulfide,air_temperature,year,month,day,day_of_week,week_of_year,acronym,agriculture,forest,mining,non_observed,other_non_forest_natural_formation,other_non_vegetated_area,urban_infrastructure,water,period,BOD,total_phosphorus,turbidity,pH,temperature,dissolved_oxygen,river_flow,health_index
346.0,Rio Doce,Rio Preto (DO5),RD092,-19.51,-41.87,11.0,Bom,28.3,57.0,0.34,0.003,31.0,5.0,0.5,17.8,2009,7,23,3,30,DO5,5436.08247709688,774.099296550447,0.0,0.0,19.4633872182009,4.379632733065256,38.06752458477717,61.69531341418423,Dry,3.5,0.01,13.7,6.1,17.7,9.1,133.32912096774194,0.46263081632653075
346.0,Rio Doce,Rio Preto (DO5),RD092,-19.51,-41.87,11.7,Nublado,31.9,80.0,0.19,0.002,37.0,6.0,0.5,23.5,2010,2,4,3,5,DO5,5425.509602774127,783.5083082588776,0.0,0.0,19.81141416809109,4.327516586763986,38.76743305908141,61.863356750488,Rainy,2.0,0.01,16.3,6.6,24.8,8.0,116.49060714285714,0.4619075102040817
346.0,Rio Doce,Rio Preto (DO5),RD092,-19.51,-41.87,10.0,Bom,30.5,38.0,0.22,0.003,33.0,11.0,0.5,17.3,2010,7,22,3,29,DO5,5425.509602774127,783.5083082588776,0.0,0.0,19.81141416809109,4.327516586763986,38.76743305908141,61.863356750488,Dry,2.0,0.01,12.7,6.3,16.5,9.5,90.8045564516129,0.46889632653061236
346.0,Rio Doce,Rio Preto (DO5),RD092,-19.51,-41.87,14.3,Nublado,32.2,37.0,0.19,0.003,37.0,24.0,0.5,23.4,2011,2,3,3,5,DO5,5444.951107185913,754.610035147919,0.0,0.0,19.30852292102075,4.087468399141916,40.1748346917719,70.65566325170862,Rainy,2.0,0.02,23.8,6.3,24.4,9.0,121.93021825396826,0.5025114285714287
346.0,Rio Doce,Rio Preto (DO5),RD092,-19.51,-41.87,10.7,Bom,25.9,19.0,0.1,0.002,27.0,14.0,0.5,14.5,2011,7,21,3,29,DO5,5444.951107185913,754.610035147919,0.0,0.0,19.30852292102075,4.087468399141916,40.1748346917719,70.65566325170862,Dry,2.0,0.03,8.39,6.0,16.9,10.3,93.22424372759856,0.4778938775510206
224.0,Rio Doce,Rio Caratinga,RD093,-19.35,-41.85,21.6,Bom,62.9,32.0,0.04,0.003,27.0,7.0,0.5,25.0,2008,7,15,1,29,DO5,5426.154761735735,786.909440335597,0.0,0.0,18.23797191448979,4.169106250704415,37.63403991693054,60.68231144415248,Dry,2.0,0.02,11.3,7.3,20.8,8.6,67.37383333333334,0.46076530612244915
224.0,Rio Doce,Rio Caratinga,RD093,-19.35,-41.85,22.0,Bom,57.2,425.0,0.38,0.011,65.0,240.0,0.5,28.0,2009,1,28,2,5,DO5,5436.08247709688,774.099296550447,0.0,0.0,19.4633872182009,4.379632733065256,38.06752458477717,61.69531341418423,Rainy,2.0,0.03,181.0,7.1,33.0,7.4,601.6211532258064,0.512479523809524
224.0,Rio Doce,Rio Caratinga,RD093,-19.35,-41.85,22.0,Bom,58.9,61.0,0.52,0.003,55.0,14.0,0.5,24.6,2009,7,23,3,30,DO5,5436.08247709688,774.099296550447,0.0,0.0,19.4633872182009,4.379632733065256,38.06752458477717,61.69531341418423,Dry,2.0,0.03,19.7,6.7,28.7,7.9,133.32912096774194,0.4735455102040818
224.0,Rio Doce,Rio Caratinga,RD093,-19.35,-41.85,24.4,Bom,64.8,56.0,0.41,0.005,60.0,17.0,0.5,29.8,2010,2,4,3,5,DO5,5425.509602774127,783.5083082588776,0.0,0.0,19.81141416809109,4.327516586763986,38.76743305908141,61.863356750488,Rainy,2.0,0.02,17.4,6.9,29.6,7.1,116.49060714285714,0.4675950340136056
224.0,Rio Doce,Rio Caratinga,RD093,-19.35,-41.85,20.8,Nublado,62.5,34.0,0.7,0.004,52.0,14.0,0.5,24.8,2010,7,22,3,29,DO5,5425.509602774127,783.5083082588776,0.0,0.0,19.81141416809109,4.327516586763986,38.76743305908141,61.863356750488,Dry,2.0,0.02,13.5,6.9,21.2,8.2,90.8045564516129,0.47173836734693897
224.0,Rio Doce,Rio Caratinga,RD093,-19.35,-41.85,30.2,Nublado,70.4,31.0,0.42,0.004,61.0,91.0,0.5,29.6,2011,2,3,3,5,DO5,5444.951107185913,754.610035147919,0.0,0.0,19.30852292102075,4.087468399141916,40.1748346917719,70.65566325170862,Rainy,2.0,0.03,40.4,7.0,27.8,8.2,121.93021825396826,0.5107539455782314
224.0,Rio Doce,Rio Caratinga,RD093,-19.35,-41.85,20.3,Nublado,60.2,21.0,0.48,0.005,53.0,23.0,0.5,21.9,2011,7,21,3,29,DO5,5444.951107185913,754.610035147919,0.0,0.0,19.30852292102075,4.087468399141916,40.1748346917719,70.65566325170862,Dry,2.0,0.02,16.3,6.9,19.8,9.5,93.22424372759856,0.4918459183673471
121.0,Rio Doce,Rio do Eme,RD094,-19.18,-41.3,44.0,Bom,171.0,105.0,0.01,0.01,110.0,22.0,0.5,30.0,2008,7,11,4,28,DO4,14939.19654680418,6319.078417715925,0.1136108941040041,0.0,128.3265020224607,11.1778740993042,58.79332832586595,103.6557237000702,Dry,2.0,0.01,29.8,7.8,26.7,8.4,47.315103942652335,0.4820244897959185
121.0,Rio Doce,Rio do Eme,RD094,-19.18,-41.3,43.9,Nublado,135.0,525.0,0.01,0.005,168.0,1149.0,0.5,27.6,2009,1,26,0,5,DO4,14828.73032702754,6429.208352091621,0.1170024086914064,0.0,128.2495149692992,11.24811982629395,60.06752082824629,102.7211664097256,Rainy,2.0,0.37,587.0,6.6,28.7,6.8,289.02004659498203,0.6069889795918367
121.0,Rio Doce,Rio do Eme,RD094,-19.18,-41.3,52.2,Nublado,189.0,71.0,0.23,0.004,126.0,39.0,0.5,21.2,2009,7,21,1,30,DO4,14828.73032702754,6429.208352091621,0.1170024086914064,0.0,128.2495149692992,11.24811982629395,60.06752082824629,102.7211664097256,Dry,2.0,0.12,40.6,7.1,21.5,8.4,66.94963799283154,0.4892059183673471
121.0,Rio Doce,Rio do Eme,RD094,-19.18,-41.3,47.5,Bom,169.0,40.0,0.09,0.007,111.0,7.0,0.5,36.5,2010,1,31,6,4,DO4,14625.38756467344,6635.778996864923,0.1170024086914064,0.0,126.5262308196407,10.07523103430175,61.8078550704339,100.6491226904262,Rainy,2.0,0.03,7.32,8.0,37.4,7.4,108.88867741935483,0.48030040816326547
121.0,Rio Doce,Rio do Eme,RD094,-19.18,-41.3,45.9,Nublado,161.0,62.0,0.06,0.004,69.0,44.0,0.5,24.1,2010,7,18,6,28,DO4,14625.38756467344,6635.778996864923,0.1170024086914064,0.0,126.5262308196407,10.07523103430175,61.8078550704339,100.6491226904262,Dry,2.0,0.02,17.5,7.5,26.1,8.1,49.484465437788025,0.4758151020408165
121.0,Rio Doce,Rio do Eme,RD094,-19.18,-41.3,58.7,Bom,190.7,46.0,0.17,0.005,140.0,74.0,0.5,33.4,2011,1,30,6,4,DO4,14588.33446617533,6671.974104336914,0.1170024086914064,0.0,121.4214858679195,9.72261129785156,63.13321731683286,105.6391161582611,Rainy,2.0,0.18,66.1,7.6,35.0,7.3,325.99525,0.5047061904761906
121.0,Rio Doce,Rio do Eme,RD094,-19.18,-41.3,45.9,Bom,172.0,30.0,0.1,0.002,109.0,21.0,0.5,27.8,2011,7,17,6,28,DO4,14588.33446617533,6671.974104336914,0.1170024086914064,0.0,121.4214858679195,9.72261129785156,63.13321731683286,105.6391161582611,Dry,2.0,0.04,19.5,7.4,27.8,9.0,86.03824193548387,0.48721170068027225
788.0,Rio Doce,Rio Manhuaçu,RD095,-20.29,-42.15,10.3,Nublado,33.6,270.0,0.24,0.003,57.0,14.0,0.5,23.5,2009,1,28,2,5,DO6,6960.048615305132,1831.15327005577,0.0,0.0,125.922600561155,3.745995701354978,25.65108971203598,41.34200966271978,Rainy,2.0,0.05,48.0,6.2,24.2,7.1,123.77426392961875,0.4737393197278913
788.0,Rio Doce,Rio Manhuaçu,RD095,-20.29,-42.15,12.0,Bom,31.1,59.0,0.31,0.009,28.0,14.0,0.5,19.8,2009,7,22,2,30,DO6,6960.048615305132,1831.15327005577,0.0,0.0,125.922600561155,3.745995701354978,25.65108971203598,41.34200966271978,Dry,2.0,0.01,12.3,6.1,21.3,7.9,21.78509970674487,0.4821165306122451
788.0,Rio Doce,Rio Manhuaçu,RD095,-20.29,-42.15,12.4,Bom,31.9,82.0,0.14,0.005,42.0,13.0,0.5,28.6,2010,2,3,2,5,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Rainy,2.0,0.02,24.6,6.5,25.1,7.3,23.350321969696967,0.5074951020408164
788.0,Rio Doce,Rio Manhuaçu,RD095,-20.29,-42.15,10.4,Nublado,34.2,71.0,0.3,0.006,37.0,8.0,0.5,24.3,2010,7,21,2,29,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Dry,2.0,0.01,9.34,6.6,18.1,8.2,13.725254480286738,0.47783102040816344
788.0,Rio Doce,Rio Manhuaçu,RD095,-20.29,-42.15,16.1,Nublado,34.4,11.0,0.3,0.005,35.0,24.0,0.5,28.7,2011,2,2,2,5,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Rainy,2.0,0.02,19.4,6.6,25.0,8.1,28.882654761904764,0.5075123129251702
788.0,Rio Doce,Rio Manhuaçu,RD095,-20.29,-42.15,11.2,Nublado,29.6,14.0,0.13,0.008,31.0,10.0,0.5,20.7,2011,7,20,2,29,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Dry,2.0,0.05,10.5,6.2,17.8,9.0,20.637207885304658,0.4949461224489798
518.0,Rio Doce,Rio São Mateus (DO6),RD096,-20.16,-41.97,8.5,Nublado,23.5,160.0,0.27,0.003,41.0,64.0,0.5,22.6,2009,1,28,2,5,DO6,6960.048615305132,1831.15327005577,0.0,0.0,125.922600561155,3.745995701354978,25.65108971203598,41.34200966271978,Rainy,2.0,0.06,51.8,6.3,24.1,8.3,123.77426392961875,0.4740790476190478
518.0,Rio Doce,Rio São Mateus (DO6),RD096,-20.16,-41.97,10.0,Nublado,28.5,40.0,0.3,0.004,25.0,15.0,0.5,18.8,2009,7,22,2,30,DO6,6960.048615305132,1831.15327005577,0.0,0.0,125.922600561155,3.745995701354978,25.65108971203598,41.34200966271978,Dry,2.0,0.04,8.51,6.1,19.0,8.5,21.78509970674487,0.46568387755102053
518.0,Rio Doce,Rio São Mateus (DO6),RD096,-20.16,-41.97,8.9,Bom,26.6,54.0,0.1,0.003,32.0,6.0,0.5,31.3,2010,2,2,1,5,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Rainy,2.0,0.02,12.6,6.7,27.0,7.5,23.350321969696967,0.4652154421768709
518.0,Rio Doce,Rio São Mateus (DO6),RD096,-20.16,-41.97,9.5,Bom,30.9,35.0,0.36,0.007,28.0,4.0,0.5,24.2,2010,7,20,1,29,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Dry,2.0,0.02,5.99,6.6,20.8,8.4,13.725254480286738,0.4683328571428573
518.0,Rio Doce,Rio São Mateus (DO6),RD096,-20.16,-41.97,12.8,Nublado,27.3,28.0,0.28,0.003,56.0,41.0,1.6,26.5,2011,2,1,1,5,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Rainy,2.0,0.02,12.9,6.4,25.1,8.5,28.882654761904764,0.49674054421768726
518.0,Rio Doce,Rio São Mateus (DO6),RD096,-20.16,-41.97,9.7,Nublado,25.8,15.0,0.12,0.005,28.0,9.0,0.5,18.6,2011,7,19,1,29,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Dry,2.0,0.07,7.62,5.9,17.4,9.7,20.637207885304658,0.4680746938775512
174.0,Rio Doce,Rio José Pedro,RD097,-19.65,-41.46,14.1,Nublado,42.6,285.0,0.24,0.004,66.0,308.0,0.5,27.2,2009,1,27,1,5,DO6,6960.048615305132,1831.15327005577,0.0,0.0,125.922600561155,3.745995701354978,25.65108971203598,41.34200966271978,Rainy,2.0,0.16,317.0,6.7,28.7,7.7,123.77426392961875,0.5096509523809525
174.0,Rio Doce,Rio José Pedro,RD097,-19.65,-41.46,16.5,Nublado,44.3,105.0,0.46,0.007,37.0,40.0,0.5,23.6,2009,7,21,1,30,DO6,6960.048615305132,1831.15327005577,0.0,0.0,125.922600561155,3.745995701354978,25.65108971203598,41.34200966271978,Dry,2.0,0.04,35.6,6.5,26.0,8.2,21.78509970674487,0.4788142857142859
174.0,Rio Doce,Rio José Pedro,RD097,-19.65,-41.46,16.5,Nublado,46.4,71.0,0.09,0.005,44.0,31.0,0.5,29.8,2010,2,2,1,5,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Rainy,2.0,0.03,33.3,6.8,29.2,7.6,23.350321969696967,0.4714689795918369
174.0,Rio Doce,Rio José Pedro,RD097,-19.65,-41.46,15.3,Bom,48.1,64.0,0.35,0.012,41.0,29.0,0.5,23.4,2010,7,20,1,29,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Dry,2.0,0.03,20.2,6.5,22.9,8.2,13.725254480286738,0.4688065306122451
174.0,Rio Doce,Rio José Pedro,RD097,-19.65,-41.46,20.2,Bom,46.6,38.0,0.34,0.005,46.0,67.0,0.5,34.0,2011,1,31,0,5,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Rainy,2.0,0.02,55.5,7.1,31.1,8.1,89.26498909090908,0.5117933333333334
174.0,Rio Doce,Rio José Pedro,RD097,-19.65,-41.46,14.0,Bom,40.7,24.0,0.5,0.005,40.0,7.0,0.5,30.8,2011,7,18,0,29,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Dry,2.0,0.06,17.3,6.9,22.9,9.2,20.637207885304658,0.4827540816326532
251.0,Rio Doce,Rio Manhuaçu,RD098,-19.53,-41.65,11.5,Nublado,33.0,53.0,0.45,0.003,33.0,5.0,0.5,23.1,2009,7,21,1,30,DO6,6960.048615305132,1831.15327005577,0.0,0.0,125.922600561155,3.745995701354978,25.65108971203598,41.34200966271978,Dry,4.7,0.01,11.3,6.5,23.9,8.2,21.78509970674487,0.4667704081632654
251.0,Rio Doce,Rio Manhuaçu,RD098,-19.53,-41.65,12.3,Nublado,34.9,66.0,0.1,0.004,44.0,18.0,0.5,31.9,2010,2,2,1,5,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Rainy,2.0,0.02,28.4,6.7,29.1,7.5,23.350321969696967,0.4673211564625852
251.0,Rio Doce,Rio Manhuaçu,RD098,-19.53,-41.65,11.1,Bom,34.6,23.0,0.38,0.004,27.0,7.0,0.5,23.5,2010,7,20,1,29,DO6,6937.604597489091,1850.750417464301,0.0,0.0,126.8669057145974,3.958928947265625,26.26768324078365,42.4150481420289,Dry,2.0,0.01,8.14,6.4,22.6,8.3,13.725254480286738,0.460201836734694
251.0,Rio Doce,Rio Manhuaçu,RD098,-19.53,-41.65,14.8,Bom,35.4,37.0,0.33,0.003,31.0,23.0,2.2,25.5,2011,2,1,1,5,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Rainy,2.0,0.03,14.5,6.5,27.3,8.4,28.882654761904764,0.4998414965986396
251.0,Rio Doce,Rio Manhuaçu,RD098,-19.53,-41.65,10.3,Bom,30.6,15.0,0.51,0.004,35.0,9.0,0.5,28.5,2011,7,18,0,29,DO6,6929.910906235604,1858.658687329343,0.0,0.0,125.9711734699686,3.594744301391602,27.05795733648678,42.67011232531734,Dry,2.0,0.02,7.98,6.5,22.6,9.3,20.637207885304658,0.46402639455782324
743.0,Rio Doce,Rio Maquiné,RD099,-20.07,-43.41,10.0,Bom,24.1,33.0,0.01,0.002,21.0,3.0,0.5,28.6,2009,1,13,1,3,DO2,2424.705338929966,2612.361683897815,95.97984931921278,0.0,195.3136977407262,10.06219823706054,103.8597934658088,21.43963386199938,Rainy,2.0,0.02,3.7,6.2,30.1,6.8,144.0765430107527,0.5061728571428573
743.0,Rio Doce,Rio Maquiné,RD099,-20.07,-43.41,11.3,Nublado,27.5,55.0,0.14,0.001,25.0,1.0,0.5,22.1,2009,7,7,1,28,DO2,2424.705338929966,2612.361683897815,95.97984931921278,0.0,195.3136977407262,10.06219823706054,103.8597934658088,21.43963386199938,Dry,2.0,0.01,6.67,6.2,19.7,7.7,28.568172043010755,0.5147378911564627
743.0,Rio Doce,Rio Maquiné,RD099,-20.07,-43.41,9.8,Bom,25.4,55.0,0.05,0.003,26.0,20.0,0.5,26.5,2010,1,19,1,3,DO2,2406.140267606389,2627.154042078463,97.55236692095852,0.0,195.7458391641264,10.54096391906738,105.8445101605716,20.74420560296625,Rainy,2.0,0.01,21.9,6.5,27.1,6.9,65.15093010752689,0.5293985714285715
743.0,Rio Doce,Rio Maquiné,RD099,-20.07,-43.41,11.4,Bom,26.8,22.0,0.14,0.003,23.0,4.0,0.5,24.3,2010,7,6,1,27,DO2,2406.140267606389,2627.154042078463,97.55236692095852,0.0,195.7458391641264,10.54096391906738,105.8445101605716,20.74420560296625,Dry,2.0,0.01,3.15,6.4,24.6,7.4,19.40455376344086,0.5202753061224491
743.0,Rio Doce,Rio Maquiné,RD099,-20.07,-43.41,9.7,Bom,19.49,63.0,0.03,0.004,23.0,14.0,0.5,27.9,2011,1,18,1,3,DO2,2391.445869269171,2635.039069343225,99.8127878203754,0.0,196.5546515154468,10.73639410601806,108.8861506960942,21.24727270220941,Rainy,2.0,0.03,11.0,6.4,26.0,8.1,80.57177419354839,0.53737768707483
743.0,Rio Doce,Rio Maquiné,RD099,-20.07,-43.41,13.9,Nublado,30.4,19.0,0.1,0.003,23.0,36.0,0.5,20.3,2011,7,5,1,27,DO2,2391.445869269171,2635.039069343225,99.8127878203754,0.0,196.5546515154468,10.73639410601806,108.8861506960942,21.24727270220941,Dry,2.0,0.04,85.8,6.2,19.0,9.4,18.544182795698923,0.5321216326530613
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,5.3,Bom,17.0,44.0,0.06,0.005,24.0,27.0,0.5,28.0,2007,3,8,3,10,GD1,5669.471987122765,1807.292085979562,0.8006958135375979,0.0,1144.796553323162,20.76158512860106,17.53654761981202,97.36363196051444,Rainy,2.0,0.01,16.1,6.5,24.8,7.0,35.953913978494626,0.5680938775510205
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,6.8,Bom,18.3,39.0,0.07,0.002,22.0,9.0,0.5,22.0,2007,8,21,1,34,GD1,5669.471987122765,1807.292085979562,0.8006958135375979,0.0,1144.796553323162,20.76158512860106,17.53654761981202,97.36363196051444,Dry,2.0,0.01,8.2,7.3,16.3,7.8,24.125747311827958,0.457622448979592
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,6.9,Bom,15.7,113.0,0.04,0.003,24.0,20.0,0.5,27.0,2008,2,15,4,7,GD1,5655.461917611957,1810.594312030081,1.003580528442381,0.0,1158.034751553149,19.134846973938,18.22033265557863,95.57334559509668,Rainy,3.0,0.01,25.4,6.1,23.2,6.3,67.17435632183908,0.4677244897959185
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,9.4,Bom,18.0,35.0,0.14,0.007,19.0,11.0,0.5,23.0,2008,7,31,3,31,GD1,5655.461917611957,1810.594312030081,1.003580528442381,0.0,1158.034751553149,19.134846973938,18.22033265557863,95.57334559509668,Dry,2.0,0.09,6.51,6.4,14.5,8.9,25.885381720430104,0.47136122448979606
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,7.4,Bom,14.9,47.0,0.05,0.003,23.0,6.0,0.5,22.6,2009,2,19,3,8,GD1,5656.287076776016,1821.290498667048,1.097040422607422,0.0,1148.356236291807,17.0364320209961,18.63241232269287,95.32339044732994,Rainy,2.0,0.01,9.6,5.9,31.0,6.0,91.91197023809524,0.5061010204081634
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,8.8,Bom,17.5,50.0,0.13,0.004,28.0,17.0,0.5,16.6,2009,8,13,3,33,GD1,5656.287076776016,1821.290498667048,1.097040422607422,0.0,1148.356236291807,17.0364320209961,18.63241232269287,95.32339044732994,Dry,2.0,0.02,11.5,5.7,21.9,7.9,33.45291666666667,0.45564469387755113
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,5.8,Nublado,15.8,44.0,0.2,0.003,21.0,43.0,0.5,24.3,2010,2,19,4,7,GD1,5620.21665224674,1869.574609015211,1.138786906127927,0.0,1138.146339933631,14.77682613226317,18.94383244091796,95.22604027368604,Rainy,2.0,0.03,25.8,5.8,20.4,6.8,49.990270833333334,0.4689958503401362
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,7.4,Bom,17.0,20.0,0.16,0.006,28.0,6.0,0.5,20.0,2010,8,13,4,32,GD1,5620.21665224674,1869.574609015211,1.138786906127927,0.0,1138.146339933631,14.77682613226317,18.94383244091796,95.22604027368604,Dry,2.0,0.01,5.62,6.2,15.2,7.7,27.420309139784944,0.4598097278911566
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,8.8,Bom,15.8,13.0,0.08,0.003,26.0,48.0,0.5,28.2,2011,2,10,3,6,GD1,5623.647124699337,1892.521445898269,1.197169201049805,0.0,1109.452926611752,13.47394606103514,19.53780586346435,98.19266861359138,Rainy,2.0,0.04,18.7,6.0,22.0,7.2,57.02048809523809,0.48391095238095255
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,7.8,Bom,16.7,10.0,0.22,0.004,27.0,12.0,0.5,24.3,2011,8,18,3,33,GD1,5623.647124699337,1892.521445898269,1.197169201049805,0.0,1109.452926611752,13.47394606103514,19.53780586346435,98.19266861359138,Dry,2.0,0.02,11.4,6.0,15.8,8.7,18.522459677419352,0.45666612244897975
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,8.3,Nublado,18.1,87.0,0.05,0.005,23.0,52.0,0.5,22.0,2007,3,8,3,10,GD1,5669.471987122765,1807.292085979562,0.8006958135375979,0.0,1144.796553323162,20.76158512860106,17.53654761981202,97.36363196051444,Rainy,2.0,0.01,37.1,6.7,22.3,6.6,35.953913978494626,0.5140591836734696
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,7.6,Bom,18.8,45.0,0.13,0.001,22.0,9.0,0.5,13.0,2007,8,21,1,34,GD1,5669.471987122765,1807.292085979562,0.8006958135375979,0.0,1144.796553323162,20.76158512860106,17.53654761981202,97.36363196051444,Dry,2.0,0.02,9.52,7.4,17.2,7.9,24.125747311827958,0.47484081632653075
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,6.9,Bom,14.6,108.0,0.03,0.002,24.0,73.0,0.5,19.0,2008,2,15,4,7,GD1,5655.461917611957,1810.594312030081,1.003580528442381,0.0,1158.034751553149,19.134846973938,18.22033265557863,95.57334559509668,Rainy,2.0,0.05,57.1,5.4,22.7,7.1,67.17435632183908,0.4822265306122451
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,9.2,Bom,18.9,42.0,0.08,0.003,19.0,10.0,0.5,7.0,2008,7,31,3,31,GD1,5655.461917611957,1810.594312030081,1.003580528442381,0.0,1158.034751553149,19.134846973938,18.22033265557863,95.57334559509668,Dry,2.0,0.07,8.79,6.8,14.3,8.9,25.885381720430104,0.48999387755102053
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,7.3,Bom,15.0,136.0,0.05,0.002,26.0,60.0,0.5,21.8,2009,2,19,3,8,GD1,5656.287076776016,1821.290498667048,1.097040422607422,0.0,1148.356236291807,17.0364320209961,18.63241232269287,95.32339044732994,Rainy,2.0,0.04,52.7,5.4,21.9,7.5,91.91197023809524,0.4753593877551022
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,8.7,Bom,18.4,44.0,0.12,0.002,26.0,12.0,0.5,15.8,2009,8,13,3,33,GD1,5656.287076776016,1821.290498667048,1.097040422607422,0.0,1148.356236291807,17.0364320209961,18.63241232269287,95.32339044732994,Dry,2.0,0.01,12.8,5.9,13.0,8.6,33.45291666666667,0.45666163265306137
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,7.7,Chuvoso,20.1,78.0,0.21,0.004,30.0,69.0,0.5,19.6,2010,2,19,4,7,GD1,5620.21665224674,1869.574609015211,1.138786906127927,0.0,1138.146339933631,14.77682613226317,18.94383244091796,95.22604027368604,Rainy,2.0,0.04,54.5,6.2,21.5,7.5,49.990270833333334,0.47907993197278925
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,7.9,Bom,18.1,9.0,0.12,0.005,28.0,5.0,0.5,8.9,2010,8,13,4,32,GD1,5620.21665224674,1869.574609015211,1.138786906127927,0.0,1138.146339933631,14.77682613226317,18.94383244091796,95.22604027368604,Dry,2.0,0.02,6.7,5.9,15.2,8.7,27.420309139784944,0.45849571428571445
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,8.9,Bom,16.1,34.0,0.07,0.003,27.0,76.0,0.5,19.6,2011,2,10,3,6,GD1,5623.647124699337,1892.521445898269,1.197169201049805,0.0,1109.452926611752,13.47394606103514,19.53780586346435,98.19266861359138,Rainy,2.0,0.07,52.7,5.6,22.4,8.2,57.02048809523809,0.5200680272108845
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,9.8,Bom,17.2,12.0,0.23,0.005,24.0,22.0,0.5,10.7,2011,8,18,3,33,GD1,5623.647124699337,1892.521445898269,1.197169201049805,0.0,1109.452926611752,13.47394606103514,19.53780586346435,98.19266861359138,Dry,2.0,0.04,13.2,5.9,16.6,9.1,18.522459677419352,0.4663842857142859
924.0,Rio Grande,Rio Aiuruoca,BG005,-21.61,-44.39,9.3,Nublado,21.1,72.0,0.06,0.007,27.0,47.0,0.5,24.0,2007,3,8,3,10,GD1,5669.471987122765,1807.292085979562,0.8006958135375979,0.0,1144.796553323162,20.76158512860106,17.53654761981202,97.36363196051444,Rainy,2.0,0.01,34.2,6.5,22.3,7.1,35.953913978494626,0.5119938775510205
924.0,Rio Grande,Rio Aiuruoca,BG005,-21.61,-44.39,9.1,Bom,23.5,38.0,0.08,0.001,30.0,14.0,0.5,17.0,2007,8,21,1,34,GD1,5669.471987122765,1807.292085979562,0.8006958135375979,0.0,1144.796553323162,20.76158512860106,17.53654761981202,97.36363196051444,Dry,2.0,0.01,11.2,7.2,16.8,7.8,24.125747311827958,0.45883469387755116
924.0,Rio Grande,Rio Aiuruoca,BG005,-21.61,-44.39,8.2,Bom,19.2,156.0,0.05,0.004,26.0,80.0,0.5,20.0,2008,2,15,4,7,GD1,5655.461917611957,1810.594312030081,1.003580528442381,0.0,1158.034751553149,19.134846973938,18.22033265557863,95.57334559509668,Rainy,3.0,0.06,70.8,6.0,22.7,6.8,67.17435632183908,0.48695578231292536
